"id","name_en","public","active","short_description_en","description_en","organization_id","north_star","north_star_2","north_star_3","continent","country","Latitude","Longitude","iso alpha","main_kpi_unit_en","main_kpi_unit_es","main_kpi_unit_fr","secundary_kpi_unit_en","secundary_kpi_unit_es","secundary_kpi_unit_fr","target_kpi","reason_1_en","reason_1_es","reason_1_fr","reason_2_en","reason_2_es","reason_2_fr","reason_3_en","reason_3_es","reason_3_fr","reason_4_en","reason_4_es","reason_4_fr","reason_5_en","reason_5_es","reason_5_fr","reason_6_en","reason_6_es","reason_6_fr","sdg_1","sdg_2","sdg_3","sdg_4","sdg_5","sdg_6","media_1","media_2","media_3","media_4","media_5","media_6","media_7","media_8","media_9","media_10","creation_date"
"26","Impede plastic waste from entering the oceans","True","True","Over 8 million tons of plastic waste end up in the sea every year. This phenomenon is particularly strong in developing countries as they often lack the infrastructure for proper waste disposal. This project finances the fight against plastic through the carbon compensation made by a certified carbon offset project in the Philippines.","Stopping ocean plastic while improving the lives of those who are most affected - this is the approach taken by the Plastic Bank project. In Haiti, Indonesia, Brazil and the Philippines, <b>local communities are collecting plastic waste</b>. At local collection points, they can <b>exchange it for money, food, clean water or even school fees</b>.<br><br>This project protects the climate while tackling plastic pollution. Per each ton of carbon compensated through a Gold Standard VER certified carbon offset project in the Philippines, <b>10 kgs of plastic waste (equivalent to 500 plastic bottles)</b> will be prevented from entering the ocean. The carbon offset is done through the generation of <b>emissions-free electricity</b> in a wind farm on the Philippine island of Luzon.<br><br>Recycled plastic is turned into a so-called Social Plastic, which serves as raw material for new products such as packaging.","NooS Global","carbon_offset","zero_waste","biodiversity","worldwide","Worldwide ","","","","CO₂ tons offset","toneladas de CO₂ compensadas","tonnes de CO₂ compensées","per ton of CO₂ offset","por tonelada de CO₂ compensada","par tonne de CO₂ compensé","1000","Oceans are essential to prevent climate change as they store a quarter of the CO₂ from the atmosphere.","Los océanos son esenciales para evitar el cambio climático, ya que almacenan una cuarta parte del CO₂ de la atmósfera.","Les océans sont essentiels pour limiter le changement climatique puisqu’il stocke un quart du CO₂ de l'atmosphère et 93 % de la chaleur causée par les gaz à effet de serre.","Preventing plastic from entering the ocean will also protect biodiversity.","Evitar que el plástico entre en los océanos también protege la biodiversidad y los ecosistemas.","Empêcher le plastique de pénétrer dans l'océan permettra également de préserver une quantité considérable de biodiversité et d’écosystèmes.","This project is based on local communities, and empowers them to act and save their own environment ","Este proyecto se basa en las comunidades locales y las capacita para actuar y salvar su propio entorno.","Ce projet s'appuie sur les communautés locales, en leur donnant les moyens d'agir et de sauver leur propre environnement","By employing the local people, the project has an educational scope by encouraging them to be more environmentally conscious.","Al emplear a la población local, el proyecto tiene un alcance educativo al hacerla más consciente del medio ambiente.","En employant les populations locales, le projet a une portée éducative en les rendant plus conscient d’un point de vue environnemental","The economic incentive and other advantages brought upon by the Plastic Bank, ensures that the communities benefit directly from their virtuous actions.","El incentivo económico y otras ventajas que aporta el Banco de Plástico, hacen que las comunidades se beneficien directamente.","L'incitation économique et les autres avantages apportés par la Plastic Bank en contrepartie des déchets, permettent aux communautés de bénéficier directement de leurs actions vertueuses.","","","","poverty","health","clean","economy","climate","water","","","","","","","","","","",""
"23","Provide Nigerian families with clean and safe cookstoves","True","True","This project enables women in Nigeria to cook with a sustainable and efficient cookstove, thus decreasing air pollution and improving the cooking environment.","In Nigeria, 71% of the population cooks with inefficient ovens. As a consequence, the use of natural resources is not optimal and air pollution is a major issue (CO₂ emission). Initiated by local women, this project allows the production and distribution of stoves that reduce by 35 to 50% the natural resources needed to cook food. A significant saving for households and a significant decrease in carbon pollution. The project allows the production and distribution of stoves with a ceramic coating that can better absorb and store heat. It creates important economic opportunities for the local population, especially for women.","NooS Global","carbon_offset","health","inclusiveness","africa","Nigeria","10","8","NGA","CO₂ tons compensated","toneladas de CO₂ compensadas","tonnes de CO₂ compensées","per ton of CO₂ offset","por tonelada de CO₂ compensada","par tonne de CO₂ compensé","1000","This project enables sustainable development, respectful of local communities, through the distribution of cookstoves.","Este proyecto ofrece una solución innovadora: permite un desarrollo sostenible de las comunidades locales, mediante la distribución de estufas.","Ce projet permet un développement durable, respectueux des communautés locales simplement à travers la distribution de poêles comportant un revêtement céramique. ","It was initiated by women for women, which enables the beneficiaries to be less marginalized and more emancipated.","Fue iniciado por mujeres para mujeres. Esto permite que las beneficiarias estén menos marginadas y más emancipadas.","Il a été initié par des femmes, pour des femmes, ce qui permet aux bénéficiaires de s'émanciper.","Giving women greater economic empowerment benefits their households, their communities and ultimately their countries.","Dar a las mujeres una mayor autonomía económica beneficia a sus hogares, a sus comunidades y, en última instancia, a sus países.","En donnant aux femmes une plus grande autonomie économique, ceci profite aux ménages, aux communautés et au développement de leur société toute entière.","A solution that decreases air pollution and CO₂ emissions.","Una solución que disminuye la contaminación atmosférica y las emisiones de CO₂. ","Une solution qui permet de diminuer la pollution de l’air ","The improvement of local communities’ life conditions enables the reduction of widespread diseases and illness.","La mejora de las condiciones de vida de las comunidades locales permite reducir enfermedades.","L’amélioration des conditions de vie des populations locales entraîne la réduction de maladies.","3 tons of CO₂ compensation translates into 1 household benefiting from clean cooking.","La compensación de 3 toneladas de CO₂ se traduce en un hogar que se beneficia de poder cocinar de forma limpia.","3 tonnes de compensation de CO₂ bénéficieront à 1 foyer.","poverty","health","gender","energy","industry","climate","","","","","","","","","","",""
"41","Plant fruits trees and protect the regional biodiversity","True","True","Climate change, deforestation, and the expansion of intensive monoculture agriculture threaten biodiversity and the health of forests. Envol Vert protects biodiversity and supports farmers in the transition towards more sustainable agricultural systems by planting native fruit trees in France. ","Envol vert’s program Au Pré de Mes Arbres aims to revalue the domestic and wild biodiversity of the Tarn region by <b>involving as many citizens as possible in the planting process of ancient fruit tree varieties</b> and the protection of many species of amphibians.<br><br>Direct beneficiaries are <b>local farmers who implement agroforestry agriculture</b> (an environmentally friendly agriculture system). This system allows them to consume and distribute local fruit varieties. The project also includes the <b>creation of ecological corridors between forests, fruit tree plots, and wetlands</b> as well as the restoration and creation of ponds. Two-third of the fruit trees will be chosen specifically for their resilience to expected extreme weather conditions in the coming years.<br><br>Envol Vert oversees the entire planting process: <b>from land preparation to providing training to farmers and follow-up</b>. The program also runs awareness-raising workshops with school-age children and local citizens to allow for the reappropriation of the local biodiversity.","Envol Vert","reforestation","biodiversity","","europe","France","46","2","FRA","trees planted ","árboles plantados","arbres plantés","per fruit tree planted","por árbol frutal plantado","par arbre fruitier planté","2858","Innovative approach: the project reconciles nature with agriculture and fights against the precariousness of populations, the main factors of deforestation.","Enfoque innovador: el proyecto concilia la naturaleza con la agricultura y lucha contra la precariedad de las poblaciones, principales factores de deforestación.","Approche innovante : le projet concilie nature et agriculture et lutte contre la précarité des populations, principaux facteurs de déforestation.","The originality of this project is that it addresses both wild and domestic biodiversity","La originalidad de este proyecto radica en que aborda tanto la biodiversidad silvestre como la doméstica.","L'originalité de ce projet est qu'il s'adresse à la fois à la biodiversité sauvage et domestique","It supports the development of sustainable agricultural systems through the development of farmers’ networks.","Apoya el desarrollo de sistemas agrícolas sostenibles mediante el desarrollo de redes de agricultores.","Il soutient le développement de systèmes agricoles durables par le développement de réseaux d'agriculteurs.","The project is co-designed with beneficiaries which guarantee a sustainable implementation. ","El proyecto se diseña conjuntamente con los beneficiarios, lo que garantiza una aplicación sostenible. ","Le projet est co-conçu avec les bénéficiaires, ce qui garantit une mise en œuvre durable. ","Local economies are strengthened as farmers can, later on, sell their fruits production.","Dinamización de las economías locales se ya que los agricultores pueden, posteriormente, vender su producción de frutas","Les économies locales sont renforcées car les agriculteurs peuvent, par la suite, vendre leur production de fruits.","The project has a positive impact on the whole ecosystem, including local populations. ","El proyecto tiene un impacto positivo en todo el ecosistema, incluidas las poblaciones locales.","Le projet a un impact positif sur l'ensemble de l'écosystème, y compris sur les populations locales. ","poverty","education","climate","land","","","","","","","","","","","","",""
"3","Preserve a primary forest and protect wildlife","True","True","Forest areas in Kenya are home to exceptional wildlife and are the guarantors of the economic prosperity of the country. They are now strongly threatened. This project to protect and manage this exceptional national natural heritage is being carried out with the strong participation of local populations.","The cultural and ecological heritage of Kenya’s forests is vibrant and unique, but the management of them in recent decades has been unsustainable. Since 2019, Eden Reforestation Projects has been working in the 5,000-hectare protected Kijabe Forest. The Kijabe Forest sits in a complex, dynamic landscape. About 1.5 hours from Kenya’s capital, Nairobi, the forest grows on the Great Rift Valley’s steep edges. Once home to herds of buffalo, leopard, and elephant, this forest is an essential home and corridor for wildlife. Animals use this area to move between the dry floor of the Rift Valley and the protected, lush forests of the Kenyan highlands. As part of Kenya’s five nationally significant water towers, the forest channels water to surrounding communities and the country as a whole. Eden partners with the Kijabe Forest Trust, regional and national government institutions, and the surrounding agricultural and pastoral communities to restore this vital forest.","Eden Reforestation","reforestation","inclusiveness","","africa","Kenya","1","38","KEN","trees planted","árboles plantados","arbres plantés","per tree planted","por árbol plantado","par arbre planté","200000","Eden has a unique “employ to plant methodology” which guarantees positive socio-economic and environment impact","Eden tiene una metodología única de “emplear a plantar” que garantiza un impacto socioeconómico y ambiental positivo","Eden a une méthodologie unique « employer pour planter » qui garantit un impact socio-économique et environnemental positif","Kenya is an incredibly beautiful place with a wide diversity of landscapes and wildlife","Kenia es un lugar increíblemente hermoso con una gran diversidad de paisajes y animales salvajes","Le Kenya est un endroit incroyablement beau et avec une grande diversité de paysages et d'animaux sauvages","Kenya has a unique diversity of forests types","Kenia tiene una diversidad única de tipos de bosques","Le Kenya présente une diversité unique de types de forêts","More than 1,8 million trees planted in Kenya and more than 18 000 workdays created","Más de 1,8 millones de árboles plantados en Kenia y más de 18.000 días de trabajo creados con los programas de Eden Reforestation","Plus de 1,8 millions d'arbres plantés au Kenya et plus de 18 000 journées de travail générées depuis le début du programme","Eden Reforestation Projects is working in 2 distinct regions within Kenya: the Great Rift Valley and the Northern Coast.","Programa en 2 regiones distintas de Kenia: el Gran Valle del Rift y la costa norte.","Programme dans 2 régions distinctes du Kenya: la vallée du Grand Rift et la côte nord.","Strong partnerships to help supporting local communities in the long-term","Alianzas sólidas para apoyar a las comunidades locales a largo plazo","Partenariats locaux solides pour soutenir les communautés sur le long terme","poverty","education","economy","climate","land","partnerships","","","","","","","","","","",""
"4","Support migrant entrepreneurs","True","True","Migrants often face many obstacles. Their socio-economic inclusion requires the use of digital technology and the promotion of entrepreneurship.","Conexus provides migrant entrepreneurs with a comprehensive program to support them in strengthening their early stage business models while simultaneously developing a network of local support in order to increase their overall chances of creating a successful startup. In response to the COVID crisis Conexus will also support entrepreneurs to pivot their existing business models in order to remain sustainable and socially impactful in our new reality. Each entrepreneur will be paired with a local mentor who will accompany them throughout the 4 month program as well as an expert student consultant who will support the entrepreneur with specific needs such as budgeting and marketing. Through online group sessions lead by experts the entrepreneurs will delve into the fundamentals of a business, explore new opportunities in a post pandemic world, strengthen their business models and develop their brand. The program is based on learnings from previous mentorship programs run in Barcelona as well as in other SINGA locations (Berlin, Milan). The program also incorporates current best practices in the field of migrant entrepreneurship and mentorship programs.","SINGA España","education","inclusiveness","","europe","Spain","40","-4","ESP","hours of entrepreneurship training given to migrants","horas de formación impartidas a personas migrantes","heures de formation à l'entrepreneuriat données à des personnes migrantes","per hour session per migrant","por hora de formación por inmigrante","par heure de formation par migrant","293","Migrant entrepreneurs enrich local ecosystems and lead to more diverse societies","Los migrantes enriquecen los ecosistemas locales y contribuyen a construir sociedades más diversas","Les migrants enrichissent les écosystèmes locaux et contribuent à la construction de sociétés plus diversifiées","Migrant entrepreneurs are often disadvantaged due to lack of local knowledge regarding local laws, norms, etc.","Los empresarios migrantes se encuentran a menudo en desventaja debido a la falta de conocimiento sobre leyes y normas locales.","Les entrepreneurs migrants sont souvent désavantagés en raison de leur manque de connaissances sur les lois, les réglementations, etc.","Migrant entrepreneurs frequently lack local networks which are crucial to the success of start-ups","Los empresarios migrantes carecen con frecuencia de redes locales que son fundamentales para el éxito de las empresas emergentes.","Les entrepreneurs migrants manquent souvent de réseaux, facteur essentiel au succès des startups.","COVID has affected migrant entrepreneurs at a higher rate than their local counterparts","COVID ha afectado a los empresarios migrantes a un ritmo más alto que sus contrapartes locales.","Le COVID a affecté les entrepreneurs migrants de manière plus importante que leurs homologues locaux.","SINGA received more applications than they are able to accept and would like to be able to extend Conexus","SINGA recibió más solicitudes de las que puede aceptar y podrxia extender Conexus a más emprendedores migrantes con el apoyo de la comunidad de NooS","SINGA a reçu plus de candidatures qu'elle ne peut en accepter et pourrait étendre Conexus à plus de personnes avec le soutien de la communauté NooS.","SINGA Spain belongs to an international network with a large experience in building ecosystems of support and solidarity","SINGA España pertenece a una red internacional que tiene una larga experiencia en la construcción de ecosistemas de apoyo y solidaridad","SINGA Espagne fait partie d'un réseau international qui a une longue expérience dans la construction d'écosystèmes de soutien et de solidarité","poverty","education","economy","inequalities","partnerships","","","","","","","","","","","",""
"6","Help underprivileged people to face COVID","True","True","Over Covid-19 pandemic, millions of people have plunged into extreme poverty. In India's rural areas, most people live with less than 3 euros a day. For those vulnerable people, health crisis consequences are dramatic. This project supports them at hospital, from prevention to detection to treatment.","To respond to the international health emergency situation as a result of the expansion of the COVID-19, the San Vicente Ferrer Foundation develops a line of activities to promote the prevention and care of the disease in rural populations in vulnerable situation. vulnerable. The project takes place with the partner of the foundation, the Rural Development Trust (RDT), at the Bathalapalli hospital in the Anantapur district. This hospital has been converted by the district authorities into a reference hospital in the fight against COVID-19, in order to stop contagion through the detection, isolation and quarantine of symptomatic people and adequate and safe clinical treatment for people with severe symptoms and increased risk.","Fundación Vicente Ferrer","health","inclusiveness","","asia","India","20","77","IND","individuals getting additional access to healthcare","personas con acceso adicional a servicios de salud","individus bénéficiant d'un accès supplémentaire aux soins de santé","per individual getting additional access to healthcare","por persona con acceso adicional a servicios de salud","par individu bénéficiant d'un accès supplémentaire aux soins de santé","451","Over 50 years of experience in one of the poorest regions of the world","Más de 50 de años de experiencia para no dejar a nadie atrás en una de las zonas más pobres del mundo","Plus de 50 ans d'expérience dans l'une des régions les plus pauvres du monde","The Foundation offers long-term solutions and consider the integral development of people","La Fundación aporta soluciones a largo plazo y contempla el desarrollo integral de las personas","La Fondation propose des solutions à long terme et envisage le développement intégral des personnes","The project offers an effective response to a pandemic which has worsened the situation of many very vulnerable people","El proyecto propone una respuesta eficaz a una pandemia que ha agravado la situación de mucha gente muy vulnerable","Le projet propose une réponse efficace à une pandémie qui a aggravé la situation de nombreuses personnes très vulnérables","The project is multidisciplinary and considers all possible actions to relieve the suffering of those who need it most","El proyecto es multidisciplinario y contempla todo lo que es posible para paliar el sufrimiento de quien menos tiene","Le projet est multidisciplinaire et envisage toutes les actions possibles pour soulager la souffrance de ceux qui en ont le plus besoin","The project makes health services accessible to all and promotes equal opportunities","El proyecto pone los servicios sanitarios al alcance de todos para una igualdad de oportunidades","Le projet rend les services de santé accessibles à tous et promeut l'égalité des chances","The project helps protect and raise awareness of the importance of overall health, beyond COVID","El proyecto permite proteger y sensibilizar sobre la importancia de la salud global, más allá de la COVID","Le projet permet de protéger et de sensibiliser à l'importance de la santé gloable, au-delà du COVID","poverty","health","education","gender","clean","inequalities","","","","","","","","","","",""
"9","Heal the Mediterranean Sea","True","False","The Mediterranean Sea is recognized as a biodiversity hotspot. However, pollution & climate change affect this amazing ecosystem. This project promotes the restoration of coastal zones as well as the conservation of endangered marine species; in southern Spain.","This project aims to safeguard endangered marine species, and particularly those that protect coastal ecosystems such as the seahorse, on the Spanish Mediterranean coast, in the Alboran Sea, in Malaga and Granada. Coastal areas are particularly vulnerable to the effects of climate change, due to the heavy occupation of the coastline, affecting the very dynamics of beaches. This occupation leads to the gradual disappearance of seagrass beds. Restoring these seagrass beds and their associated fauna will help mitigate the effects of climate change, acting as natural barriers against waves and storms, reducing sand loss on beaches, producing oxygen, filtering and clarifying waters, fixing CO2, and serving as areas of refuge and reproduction of an enormous marine and coastal biodiversity.","Aula del Mar","biodiversity","","","europe","Spain","40","-4","ESP","hectare(s) restored or preserved","hectárea(s) restauradas o conservadas","hectare(s) restauré(s) ou préservé(s)","per square meter preserved or restaured","por metro cuadrado restaurado o conservado","par mètre carré restauré ou préservé","40","Aula del mar has a long experience in research and conservation of the marine environment","Aula del mar tiene una larga experiencia en la conservación e investigación del medio marino","Aula del mar a une longue expérience dans la recherche et la conservation du milieu marin","Dynamic and innovative organization with an environmental awareness educational center","Organización dinámica e innovadora con un centro educativo para la sensibilización al medio ambiente","Organisation dynamique et innovante avec un centre pédagogique de sensibilisation à l'environnement","Coastal areas are particularly vulnerable to the effects of climate change","Las áreas costeras son especialmente vulnerables a los efectos del cambio climático","Les zones côtières sont particulièrement vulnérables aux effets du changement climatique","Involvement of coastal users to be part of the solution","Implicación de los usuarios del litoral para que sean parte de la solución","Implication des utilisateurs du littoral pour faire partie de la solution","Seahorses are species that undergo strong pressure and gradually disappear","Los caballitos del mar son especies que están sometidas a una gran presión y que desaparecen progresivamente","Les hippocampes sont des espèces qui subissent une forte pression et qui disparaissent progressivement","Seahorses are very exposed to the risks of illegal trafficking","Son especies que sufren de los riesgos del tráfico ilegal","Les hippocampes sont très exposés aux risques de trafic illégal","climate","water","land","","","","","","","","","","","","","",""
"13","Educate children to circular economy in schools","False","True","The sailor Romain Pilliard, who has raced in his reconditioned trimaran according to the principles of the circular economy, gives awareness sessions in schools in France so that young children acquire the 3R reflexes: reduce, reuse, recycle.","Romain Pilliard is a very committed professional navigator and activist. In 2016, he decided to refurbish the old Ellen MacArthur trimaran with an innovative project: reconditioning  and optimizing this racing boat according to the principles of the circular economy. With his performances, in particular during the Route du Rhum, he demonstrated that a successful project could be part of a circular economy. Romain Pillard created Use It Again to raise awareness of the importance of following a 3R approach as much as possible: Reduction / Reuse / Recycling. In particular, he works with a young audience to act on environmental education and the circular economy in schools.","USE IT AGAIN !","education","","","europe","France","46","2","FRA","hours of awareness raising session about circular economy ","horas dedicadas a la sensibilización sobre la economía circular","heures consacrées à la sensibilisation à l'économie circulaire","per hour session per child","por sesión por niño","par session et par enfant","1","USE IT AGAIN has a very practical and concrete approach: protection of the environment by reducing consumption, sorting, re-using","Use it Again tiene un enfoque muy práctico y concreto: protección del medio ambiente mediante la reducción del consumo, la clasificación de residuos y la reutilización","L’approche de Use it Again est très pratique et concrète : protection de l’environnement par la réduction de la consommation, le tri, le réemploi","The new generations are our future, it is important to make them aware of current environmental issues","Las nuevas generaciones son nuestro futuro, es importante concienciar a los jóvenes sobre la actualidad medioambiental","Les nouvelles générations sont notre avenir, il est important de les sensibiliser aux enjeux environnementaux actuels","Romain's testimony and explanations are accessible to everyone, from kindergarten","El testimonio y las explicaciones de Roman son accesibles para todos","Le témoignage et les explications de Romain sont accessibles à tous, dès la maternelle","Romain raises awareness of pollution issues related to the Ocean","Romain crea conciencia sobre los problemas de contaminación relacionados con el océano","Romain sensibilise aux enjeux de pollution liés à l’océan","His giant trimaran is a proof by example of the circular economy, and an effective tool for sensibilization","Su trimarán gigante es una prueba con el ejemplo de la economía circular, y una herramienta eficaz para emocionar y convencer a su interlocutor independientemente de su edad","Son trimaran géant est une preuve par l’exemple de l’économie circulaire, et un outil efficace pour passionner et convaincre son interlocuteur quel que soit leur âge","The project attracts companies and a “Use it Again!“ label will be issued to organizations that aim to reduce their impact on the planet","El proyecto atrajo empresas y un label “¡Úselo de nuevo!“ se emitirá para aquellas que tengan como objetivo reducir su impacto negativo en el planeta","Le projet attire des entreprises et un label « Use it Again ! » va être délivré à celles qui visent à réduire leur impact négatif sur la planète","education","energy","economy","climate","water","","","","","","","","","","","",""
"24","Improving health conditions through drinking water access","False","False","Two billion people in the world have no access to drinkable water. Many families have to boil their water over an open fire, resulting in CO₂ emissions and deforestation. This project aims to solve this issue, by repairing and maintaining  boreholes, thus improving access to drinkable water sources.","This project addresses the daily challenges of rural communities in Gatsibo, Rwanda by repairing and maintaining existing boreholes to improve their access to drinkable water. The quality of water in Rwanda is not safe to drink. Families must either boil water over wood-fuelled fires, resulting in respiratory illnesses, or travel hour-long distances to reach drinkable sources. In fact, many communities have boreholes, however, they often lack the capacities to maintain them over the years. This project aims at restoring and repairing existing boreholes to provide clean drinkable water to Rwandan communities. Each borehole is up to 100 metres deep and operated with a simple hand pump. For each ton of CO₂ compensated, local people get access to 5,000 liters of clean water.","NooS Global","carbon_offset","health","inclusiveness","africa","Rwanda","-2","30","RWA","CO₂ tons offset","toneladas de CO₂ compensadas","tonnes de CO₂ compensées","per ton of CO₂ offset","por tonelada de CO₂ compensada","par tonne de CO₂ compensé","1000","A very efficient project environmentally, as it reduces carbon emissions and socially since it benefits the local people simultaneously.","Un proyecto muy eficaz: reduce las emisiones de CO₂ y beneficia simultáneamente a la población local.","Un projet très efficace d’un point de vue environnemental puisqu’il réduit les émissions de CO₂, et social puisqu’il bénéficie à la population locale simultanément.","A solution that could improve health conditions by preventing water-borne diseases and illness.","Una solución que mejora las condiciones sanitarias al prevenir enfermedades transmitidas por el agua.","Une solution qui améliore les conditions de santé en empêchant les maladies d'origine hydrique.","A project with very positive externalities: by having access to boreholes closer to their homes it reduces the duration of the trips.","Al tener acceso a los pozos de sondeo más cerca de sus casas se reduce la duración de los desplazamientos.","Un projet aux bénéfices multiples : en permettant la réduction de la durée des trajets, les membres des communautés peuvent se concentrer sur d'autres activités plus productives, comme l’école pour les enfants.","By benefiting 68,000 people, this project has an incredible large-scale impact.","Al beneficiar a 68.000 personas, este proyecto tiene un increíble impacto a gran escala.","En bénéficiant à 68 000 personnes, ce projet a un impact de grande échelle.","5000 liters of clean water per ton of CO₂ offset per year.","5000 litros de agua limpia disponible por tonelada de CO₂ compensada al año.","5000 litres d’eau potable par tonne de CO₂ par an. ","","","","poverty","hunger","health","gender","water","climate","","","","","","","","","","",""
"27","Support people with disabilities through equine-assisted therapy","True","True","Equine-assisted therapy is an alternative to conventional therapies and aims at involving the horse as a mediator. This method enables the development of communication, language, cognition, motor skills and social adaptation in a creative way.","Equine-assisted therapy (EAT) is a therapeutic and social tool. It acts as a complementary therapy and alternative care to the usual, educational and social therapies, and is provided at the heart of the Marie-Hélène Association's medical and social establishments. It is an essential component of a global therapeutic project, adapted to the needs of each beneficiary, and in collaboration with their families. The association aims at providing life-long support to their community by ensuring their well-being and monitoring their progress. They foster the inclusion of handicap people. Concretely, an EAT-session allows for several approaches -work on the ground around the horse or horseback riding- as well as a customizable duration. This project allows 100 handicap people to get access to at least 5 EAT-sessions.","Association Marie-Hélène","health","inclusiveness","","europe","France","46","2","FRA"," people with disability getting access to sessions of equine-assisted therapy"," personas con discapacidad recibiendo sesiones de equinoterapia"," personnes en situation de handicap ayant accès à des séances d'équithérapie"," euros per session per beneficiary"," por sesión por beneficiario","  par session par bénéficiaire","100","This project promotes motor rehabilitation (body awareness, tone, stability, coordination of movements).","Este proyecto promueve la rehabilitación motriz (conciencia corporal, estabilidad, coordinación de movimientos).","Ce projet favorise la rééducation motrice (conscience du corps, tonicité, stabilité, coordination des mouvements).","It actively promotes the inclusion of handicap people through EAT.","Promueve activamente la inclusión de las personas con discapacidad.","Le projet promeut activement l'inclusion des personnes handicapées.","It develops self-confidence and improves relationships of trust towards others.","Les ayuda a desarrollar la confianza en sí mismo y mejorar las relaciones de confianza hacia los demás.","Il développe la confiance en soi et la relation de confiance envers autrui par le lien établi avec le cheval, médiateur de la relation.","It promotes communication, sharing and spontaneous expression of emotions.","Promueve la comunicación, el compartir y la expresión espontánea de las emociones.","Il favorise la communication, le partage et l'expression spontanée des émotions.","It enables people with autism to fight isolation, as it encourages them to adapt to new environments and gradually increases their tolerance to changes.","Permite a las personas con autismo luchar contra el aislamiento, ya que les anima a adaptarse a nuevos entornos.","Le projet permet aux personnes autistes de lutter contre l'isolement en les encourageant à s'adapter à de nouveaux environnements.","The project allows people to benefit from an additional outdoor space favoring moments of relaxation, reassurance and appeasement.","El proyecto permite a las personas beneficiarse de un espacio exterior adicional que favorece los momentos de relajación, tranquilidad y apaciguamiento.","Enfin ce projet permet aux personnes de bénéficier d'un espace extérieur complémentaire privilégiant les moments de détente, de réassurance et d'apaisement.","health","education","inequalities","partnerships","","","","","","","","","","","","",""
"29","Support the professional reinsertion of disadvantaged youth","True","True","According to the OECD indicator, France had 16.4% NEET* (*young people aged 18-24 who are not in school, not in employment and not in training) in 2018, compared to 14.3% of the OECD average. This Sport Dans la Ville project seeks to encourage the reintegration of these young people into the workforce through sport.","Sport dans la Ville's program called Passe Décisive targets young people between 16 and 25 years of age who have dropped out of school, are unemployed, untrained and come from disadvantaged neighborhoods in the Ile-de-France and the Grand Lyon region. The association identifies these young people who have dropped out of school (through local agents, families, the employment office, etc.) and offers them support adapted to their needs so that they can acquire the skills and knowledge necessary for their professional (re)insertion. Donations collected through the NooS platform will be used to finance the SAS (or adaptation phase) of the project. This initiation phase helps prepare and integrate young people into the program and aims to build confidence. It consists of various activities ranging from sports sessions to workshops with HR employees.","Sport dans la Ville","inclusiveness","","","europe","France","46","2","FRA","underprivileged young people benefiting from an employability program","jóvenes desfavorecidos beneficiándose de un programa inclusión laboral","jeunes défavorisés bénéficient d’un programme pour l’employabilité","per beneficiary of initiatives promoting inclusion","por beneficiario de iniciativas que promueven la inclusión","par bénéficiaire d'initiatives promouvant l'inclusion ","67","Sport serves as a lever for the development of life skills.","El deporte sirve de palanca para el desarrollo de habilidades para la vida.","Le sport sert de levier pour la remobilisation et le développement du savoir-être. ","Thanks to the support of sports centers located in disadvantaged neighborhoods, the association has a strong territorial anchorage.","Gracias a la ayuda de centros deportivos situados en barrios desfavorecidos, la asociación tiene un fuerte anclaje territorial.","A l’aide des centres sportifs implantés au sein des quartiers prioritaires, l’association dispose d’un ancrage territorial fort.","The training modules are created in partnership with companies so that the beneficiaries get access to long-term contracts.","Los módulos de formación se crean conjuntamente con empresas para que los beneficiarios puedan acceder a contratos estables.","Des modules de formation sont co-créés avec ces entreprises pour permettre aux bénéficiaires d’accéder à des contrats stables.","The project supports people in precarious situations in the context of the pandemic.","El proyecto apoya a personas en situación precaria en un contexto de crisis sanitaria.","Le projet permet de soutenir des personnes en situation de précarité dans un contexte de crise sanitaire.","The organization plans to expand the project (Lyon, Saint-Etienne, Lille, Grenoble and Chambéry) to increase the number of young beneficiaries.","La organización tiene previsto ampliar el proyecto (Lyon, Saint-Etienne, Lille, Grenoble y Chambéry) para aumentar el número de jóvenes beneficiarios.","L'organisation prévoit d'étendre le projet (Lyon, Saint-Etienne, Lille, Grenoble et Chambéry) afin d'augmenter le nombre de jeunes bénéficiaires.","It is expected that 45% of the young people will have a sustainable job within 1 year.","Se espera que el 45% de los jóvenes tengan un empleo sostenible en 1 año.","45% des jeunes devraient avoir un emploi durable dans un délai d'un an.","poverty","education","gender","inequalities","","","","","","","","","","","","",""
